geocode_address	above_low	above_high	time	lat	lng
1645  IPSWICH RD, ROCKLEA, BRISBANE	0.6	-0.9	29/01/2013 9:50:00 AM	-27.5563312	153.0069099
1645  IPSWICH RD, ROCKLEA, BRISBANE	0.7	-0.9	29/01/2013 9:50:00 AM	-27.5563312	153.0069099
1645  IPSWICH RD, ROCKLEA, BRISBANE	0.8	-0.9	29/01/2013 9:50:00 AM	-27.5563312	153.0069099
1645  IPSWICH RD, ROCKLEA, BRISBANE	0.9	-0.9	29/01/2013 9:50:00 AM	-27.5563312	153.0069099
1645 IPSWICH RD, ROCKLEA, BRISBANE	1.1	-1.9	29/01/2013 9:50:00 AM	-27.5563312	153.0069099
1645 LYTTON RD, LYTTON, BRISBANE	0.6	-2	29/01/2013 11:00:00 AM	-27.433769	153.14105
165 BAROONA RD, PADDINGTON, BRISBANE	0.9	-5.2	29/01/2013 10:40:00 AM	-27.465881	152.996719
165 BLACKHEATH RD, CORINDA, BRISBANE	2	-3.5	29/01/2013 9:15:00 AM	-27.546847	152.971233
165 LAUREL AVE, CHELMER, BRISBANE	3.6	-13.5	29/01/2013 9:30:00 AM	-27.517809	152.969211
165 LYTTON RD, EASTBRISBANE, BRISBANE	0.1	-8.3	29/01/2013 11:00:00 AM	-27.477539	153.049652
165 NORMAN AVE, NORMANPARK, BRISBANE	0.3	-2.1	29/01/2013 11:00:00 AM	-27.480849	153.060259
165 TINGIRA ST, PINKENBA, BRISBANE	0.5	-2.7	29/01/2013 11:00:00 AM	-27.42103	153.130591
1655 LYTTON RD, LYTTON, BRISBANE	0.6	-2.4	29/01/2013 11:00:00 AM	-27.433769	153.14105
166 A SANDGATE RD, ALBION, BRISBANE	0.9	-0.7	29/01/2013 11:00:00 AM	-27.433614	153.043004
166 ABBOTSFORD RD, BOWENHILLS, BRISBANE	0.2	-0.7	29/01/2013 11:00:00 AM	-27.4381531	153.0408065
166 LEYBOURNE ST, CHELMER, BRISBANE	3.7	-4	29/01/2013 9:40:00 AM	-27.517081	152.985886
166 SYDNEY ST, NEWFARM, BRISBANE	0.1	-0.4	29/01/2013 11:00:00 AM	-27.46581	153.049966
1668 WYNNUM RD, TINGALPA, BRISBANE	0.8	-3	29/01/2013 11:00:00 AM	-27.471061	153.132972
167  ALBERT ST, BRISBANECITY, BRISBANE	2.5	-2.9	29/01/2013 10:55:00 AM	-27.470435	153.026416
167  ALBERT ST, BRISBANECITY, BRISBANE	3.1	-2.9	29/01/2013 10:55:00 AM	-27.470435	153.026416
167  ALBERT ST, BRISBANECITY, BRISBANE	4.4	-2.8	29/01/2013 10:55:00 AM	-27.470435	153.026416
167 A ABBOTSFORD RD, BOWENHILLS, BRISBANE	1.7	0.3	29/01/2013 11:00:00 AM	-27.4381496	153.0410632
167 ALBERT ST, BRISBANECITY, BRISBANE	3.4	-2.8	29/01/2013 10:55:00 AM	-27.470435	153.026416
167 APOLLO RD, BULIMBA, BRISBANE	2.3	-10.1	29/01/2013 11:00:00 AM	-27.445345	153.067134
167 B EAGLE ST, BRISBANECITY, BRISBANE	3.1	-1.9	29/01/2013 10:55:00 AM	-27.466056	153.030463
167 KENMORE RD, KENMORE, BRISBANE	4	-54.8	29/01/2013 8:45:00 AM	-27.524143	152.943142
167 KING ARTHUR TCE, TENNYSON, BRISBANE	4.4	-9.4	29/01/2013 9:50:00 AM	-27.524125	153.005966
167 LYTTON RD, EASTBRISBANE, BRISBANE	0.5	-8.3	29/01/2013 11:00:00 AM	-27.477357	153.049737
167 MARSHALL RD, ROCKLEA, BRISBANE	3.7	-2.2	29/01/2013 9:50:00 AM	-27.550166	153.013113
1675 LYTTON RD, LYTTON, BRISBANE	0.6	-2.2	29/01/2013 11:00:00 AM	-27.43182	153.141042
168  FAIRFIELD RD, FAIRFIELD, BRISBANE	0.1	-0.6	29/01/2013 10:15:00 AM	-27.507666	153.025752
168 FAIRFIELD RD, FAIRFIELD, BRISBANE	0.2	-2.9	29/01/2013 10:15:00 AM	-27.507666	153.025752
168 MURARRIE RD, MURARRIE, BRISBANE	0.6	-2	29/01/2013 11:00:00 AM	-27.465194	153.109989
168 PARINGA RD, MURARRIE, BRISBANE	2.2	-4.6	29/01/2013 11:00:00 AM	-27.440713	153.116066
169 B ABBOTSFORD RD, BOWENHILLS, BRISBANE	1.6	1.6	29/01/2013 11:00:00 AM	-27.437857	153.041293
169 KENMORE RD, KENMORE, BRISBANE	4.3	-49.8	29/01/2013 8:45:00 AM	-27.525301	152.943451
169 MERTHYR RD, NEWFARM, BRISBANE	0.1	-1	29/01/2013 11:00:00 AM	-27.4635814	153.049819
169 PRIORS POCKET RD, MOGGILL, BRISBANE	9.2	-5.1	29/01/2013 4:25:00 AM	-27.584528	152.883036
169 SANDGATE RD, ALBION, BRISBANE	0.3	-1.7	29/01/2013 11:00:00 AM	-27.433281	153.043389
1699 IPSWICH RD, ROCKLEA, BRISBANE	1	-1.8	29/01/2013 9:50:00 AM	-27.5566251	153.0061876
17 A GILLAN ST, NORMANPARK, BRISBANE	1.4	-1.1	29/01/2013 11:00:00 AM	-27.477064	153.05045
17 A GOODMAN PL, MURARRIE, BRISBANE	1.9	-0.2	29/01/2013 11:00:00 AM	-27.463068	153.11372
17 A MORAY ST, NEWFARM, BRISBANE	2.9	-8.2	29/01/2013 11:00:00 AM	-27.464359	153.039104
17 A SUTTON ST, CHELMER, BRISBANE	2.2	-3.3	29/01/2013 9:35:00 AM	-27.510542	152.968671
17 ADDISON ST, WINDSOR, BRISBANE	1.6	-1.2	29/01/2013 11:00:00 AM	-27.440405	153.034675
17 AGNES ST, ALBION, BRISBANE	0.6	0.2	29/01/2013 11:00:00 AM	-27.440686	153.047194
17 AMANDA ST, BROOKFIELD, BRISBANE	1.8	-19.6	29/01/2013 8:15:00 AM	-27.510507	152.926613
17 ARINGA CRES, KARANADOWNS, BRISBANE	12.2	-16.6	29/01/2013 6:00:00 PM	-27.547423	152.829793
17 ATKINSON DR, KARANADOWNS, BRISBANE	12.4	-11.7	29/01/2013 9:35:00 PM	-27.556126	152.807927
17 AVEBURY ST, WESTEND, BRISBANE	1.6	-5.3	29/01/2013 10:25:00 AM	-27.4895561	153.0045697
17 BEVIS ST, BULIMBA, BRISBANE	0.4	-0.3	29/01/2013 11:00:00 AM	-27.454854	153.060473
17 BODALLA ST, NORMANPARK, BRISBANE	0.4	-0.6	29/01/2013 11:00:00 AM	-27.476322	153.052744
17 BOGAN ST, ALBION, BRISBANE	0.7	-0.5	29/01/2013 11:00:00 AM	-27.435939	153.044582
17 BONIFACE ST, ARCHERFIELD, BRISBANE	0.3	-4	29/01/2013 9:50:00 AM	-27.559653	153.019508
17 BORVA ST, DUTTONPARK, BRISBANE	1.5	-22.1	29/01/2013 10:20:00 AM	-27.4945112	153.0215233
17 BOUGAINVILLEA AVE, INDOOROOPILLY, BRISBANE	1.7	-7.3	29/01/2013 9:40:00 AM	-27.510902	152.984312
17 BOUNDARY RD, INDOOROOPILLY, BRISBANE	0.4	-4.3	29/01/2013 9:35:00 AM	-27.508442	152.963456
17 BYRES ST, NEWSTEAD, BRISBANE	0	-0.4	29/01/2013 11:00:00 AM	-27.4475461	153.0440031
17 C KIDMAN ST, WINDSOR, BRISBANE	2.5	-2.2	29/01/2013 11:00:00 AM	-27.4404852	153.0252725
17 CHURCHILL ST, WOOLLOONGABBA, BRISBANE	0.5	-2.2	29/01/2013 11:00:00 AM	-27.496841	153.04507
17 COLLINGWOOD ST, ALBION, BRISBANE	0.2	-0.2	29/01/2013 11:00:00 AM	-27.433305	153.043909
17 CORELLA ST, ROCKLEA, BRISBANE	0	-0.3	29/01/2013 9:50:00 AM	-27.549206	153.01349
17 CRESWELL ST, NEWSTEAD, BRISBANE	0.1	-0.3	29/01/2013 11:00:00 AM	-27.447759	153.043261
17 CROSBY RD, ALBION, BRISBANE	0.4	-0.3	29/01/2013 11:00:00 AM	-27.432483	153.043945
17 CULLEN ST, WINDSOR, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM	-27.441135	153.028512
17 DONALDSON ST, NORMANPARK, BRISBANE	1.8	0.3	29/01/2013 11:00:00 AM	-27.476955	153.054035
17 EPWORTH ST, OXLEY, BRISBANE	0.6	-3.8	29/01/2013 9:50:00 AM	-27.5517448	152.9816119
17 ESKER ST, PINKENBA, BRISBANE	0.2	-0.2	29/01/2013 11:00:00 AM	-27.421349	153.12023
17 FAGAN RD, HERSTON, BRISBANE	0.3	-5.6	29/01/2013 11:00:00 AM	-27.444534	153.021804
17 FRANKLIN ST, ROCKLEA, BRISBANE	1.5	-1.2	29/01/2013 9:50:00 AM	-27.546827	153.00866
17 FREIGHT ST, LYTTON, BRISBANE	0.1	-2	29/01/2013 11:00:00 AM	-27.431542	153.144087
17 GLENFIELD ST, WESTEND, BRISBANE	1.3	-7.1	29/01/2013 10:25:00 AM	-27.489921	153.0093
17 GOODMAN PL, MURARRIE, BRISBANE	0.7	-2.8	29/01/2013 11:00:00 AM	-27.463068	153.11372
17 GOODMAN PL, MURARRIE, BRISBANE	1.9	-14.4	29/01/2013 11:00:00 AM	-27.463068	153.11372
17 GRIFFITH ST, NEWFARM, BRISBANE	0.9	-3.6	29/01/2013 11:00:00 AM	-27.472944	153.041948
17 HALDANE ST, GRACEVILLE, BRISBANE	0.3	-0.6	29/01/2013 9:40:00 AM	-27.524796	152.986811
17 HARBOUR RD, HAMILTON, BRISBANE	0.8	-1.4	29/01/2013 11:00:00 AM	-27.43984	153.064567
17 HEMMANT-TINGALPA RD, HEMMANT, BRISBANE	0.4	-1.8	29/01/2013 11:00:00 AM	-27.446299	153.125772
17 HILTON ST, EASTBRISBANE, BRISBANE	0.5	-0.5	29/01/2013 11:00:00 AM	-27.479707	153.050189
17 HOWARD SMITH DR, PORTOFBRISBANE, BRISBANE	2.1	-5.6	29/01/2013 11:00:00 AM	-27.4028566	153.1576302
17 HUTCHESON ST, ALBION, BRISBANE	0.7	0.4	29/01/2013 11:00:00 AM	-27.439822	153.045208
17 HUXHAM TCE, AUCHENFLOWER, BRISBANE	1	-3.8	29/01/2013 10:40:00 AM	-27.4721649	152.9992102
17 JULIUS ST, NEWFARM, BRISBANE	2.1	-9	29/01/2013 11:00:00 AM	-27.468862	153.040738
17 KANGALOON ST, JINDALEE, BRISBANE	0.7	-8.6	29/01/2013 8:45:00 AM	-27.5312308	152.9367263
17 KURILPA ST, WESTEND, BRISBANE	0.1	-1.7	29/01/2013 10:35:00 AM	-27.482844	153.002214
17 LAIDLAW PDE, EASTBRISBANE, BRISBANE	1.3	-10	29/01/2013 11:00:00 AM	-27.476772	153.0484
17 LOGAN AVE, OXLEY, BRISBANE	0.4	-1.4	29/01/2013 9:50:00 AM	-27.561947	152.97996
17 LONGFELLOW ST, NORMANPARK, BRISBANE	0.1	-3.6	29/01/2013 11:00:00 AM	-27.479494	153.05983
17 LUCY ST, GREENSLOPES, BRISBANE	0.4	-2.2	29/01/2013 11:00:00 AM	-27.496746	153.047525
17 MACINTOSH ST, AUCHENFLOWER, BRISBANE	0.8	-2.6	29/01/2013 10:40:00 AM	-27.470239	152.998079
17 MARIGOLD ST, HEMMANT, BRISBANE	0.4	0	29/01/2013 11:00:00 AM	-27.447395	153.124849
17 MCBRIDE RD, PINKENBA, BRISBANE	0.1	-0.2	29/01/2013 11:00:00 AM	-27.423163	153.118898
17 MCCONNELL ST, BULIMBA, BRISBANE	1.9	-1	29/01/2013 11:00:00 AM	-27.442827	153.059374
17 NEWRYBAR ST, HEMMANT, BRISBANE	0.2	-1.9	29/01/2013 11:00:00 AM	-27.453094	153.125619
17 NINGANA ST, FIGTREEPOCKET, BRISBANE	4.5	-5.3	29/01/2013 9:25:00 AM	-27.5233325	152.9675482
17 ORIENT RD, YERONGA, BRISBANE	0.2	-7.7	29/01/2013 10:10:00 AM	-27.508678	153.007389
17 ORSOVA ST, PINKENBA, BRISBANE	0.4	-0.3	29/01/2013 11:00:00 AM	-27.427422	153.113795
17 PARK RD, YERONGA, BRISBANE	0.1	-0.7	29/01/2013 10:10:00 AM	-27.514597	153.020059
17 PEDDER ST, ALBION, BRISBANE	0.5	-0.9	29/01/2013 11:00:00 AM	-27.4365858	153.0444893
17 RAFTING GROUND RD, BROOKFIELD, BRISBANE	0.8	-37.1	29/01/2013 8:15:00 AM	-27.514697	152.924171
17 ROSECLIFFE ST, HIGHGATEHILL, BRISBANE	2.9	-29.9	29/01/2013 10:20:00 AM	-27.49216	153.017935
17 ROY ST, MILTON, BRISBANE	0.3	-4.5	29/01/2013 10:40:00 AM	-27.4733562	153.0000613
17 SCRUB RD, CARINDALE, BRISBANE	1.2	-7	29/01/2013 11:00:00 AM	-27.499714	153.115618
17 SHERWOOD RD, ROCKLEA, BRISBANE	0.8	-2	29/01/2013 9:50:00 AM	-27.540526	153.010815
17 SHOEBURY ST, ROCKLEA, BRISBANE	1.6	-0.2	29/01/2013 9:50:00 AM	-27.543873	153.005724
17 SKYRING TCE, TENERIFFE, BRISBANE	2.2	-7	29/01/2013 11:00:00 AM	-27.451482	153.048144
17 SUGARMILL RD, PINKENBA, BRISBANE	0	-2.3	29/01/2013 11:00:00 AM	-27.428233	153.104616
17 SUTTON ST, CHELMER, BRISBANE	2.7	-3.6	29/01/2013 9:35:00 AM	-27.510542	152.968671
17 THALIA CT, CORINDA, BRISBANE	2.4	-6.2	29/01/2013 9:50:00 AM	-27.543077	152.989994
17 TORWOOD ST, AUCHENFLOWER, BRISBANE	1.4	1	29/01/2013 10:40:00 AM	-27.469727	152.999344
17 WALTER ST, BULIMBA, BRISBANE	0.2	0	29/01/2013 11:00:00 AM	-27.4556209	153.0605619
17 WARREN ST, STLUCIA, BRISBANE	0.2	-2.6	29/01/2013 10:25:00 AM	-27.49493	153.004565
17 WELSBY ST, NEWFARM, BRISBANE	0.2	-1.5	29/01/2013 11:00:00 AM	-27.467319	153.048435
170 BREAKFAST CREEK RD, NEWSTEAD, BRISBANE	1.7	-4.7	29/01/2013 11:00:00 AM	-27.442529	153.044043
170 FAIRFIELD RD, FAIRFIELD, BRISBANE	0.9	-2.1	29/01/2013 10:15:00 AM	-27.507765	153.025438
170 HARGREAVES AVE, CHELMER, BRISBANE	2.2	-4.7	29/01/2013 9:40:00 AM	-27.515414	152.9842
170 LEYBOURNE ST, CHELMER, BRISBANE	4.2	-4.2	29/01/2013 9:40:00 AM	-27.517239	152.986035
170 LINDUM RD, LYTTON, BRISBANE	0.1	-3.2	29/01/2013 11:00:00 AM	-27.441121	153.143132
171 ABBOTSFORD RD, BOWENHILLS, BRISBANE	1.1	-0.3	29/01/2013 11:00:00 AM	-27.437683	153.041344
171 B ABBOTSFORD RD, BOWENHILLS, BRISBANE	1.8	0.8	29/01/2013 11:00:00 AM	-27.437683	153.041344
171 CURTIN AVE, HAMILTON, BRISBANE	0.5	-2.4	29/01/2013 11:00:00 AM	-27.4395092	153.0800334
171 KENMORE RD, KENMORE, BRISBANE	4.9	-48.9	29/01/2013 8:45:00 AM	-27.52544	152.944026
171 LAUREL AVE, CHELMER, BRISBANE	3.7	-13.6	29/01/2013 9:30:00 AM	-27.5179836	152.9698125
171 LYTTON RD, EASTBRISBANE, BRISBANE	0.3	-7.1	29/01/2013 11:00:00 AM	-27.477179	153.049804
1717 IPSWICH RD, ROCKLEA, BRISBANE	0.2	-3.1	29/01/2013 9:50:00 AM	-27.5573152	153.00525
172 FAIRFIELD RD, FAIRFIELD, BRISBANE	1	-1.6	29/01/2013 10:15:00 AM	-27.507849	153.025422
172 MACQUARIE ST, STLUCIA, BRISBANE	0.7	-3.1	29/01/2013 10:25:00 AM	-27.4923683	153.0087037
172 OXLADE DR, NEWFARM, BRISBANE	0.1	-3.2	29/01/2013 11:00:00 AM	-27.474161	153.0429908
173 A MARINE DR, PINKENBA, BRISBANE	2.1	1.2	29/01/2013 11:00:00 AM	-27.4022546	153.1312898
174 A GEM RD, KENMORE, BRISBANE	5	-3.4	29/01/2013 8:45:00 AM	-27.5250839	152.9315453
174 FAIRFIELD RD, FAIRFIELD, BRISBANE	1.1	-1.2	29/01/2013 10:15:00 AM	-27.5080124	153.0251478
174 HARGREAVES AVE, CHELMER, BRISBANE	3	-5.1	29/01/2013 9:40:00 AM	-27.5157388	152.984211
174 LEYBOURNE ST, CHELMER, BRISBANE	3.9	-4.8	29/01/2013 9:40:00 AM	-27.517318	152.986107
175  MERTHYR RD, NEWFARM, BRISBANE	0.2	-2.2	29/01/2013 11:00:00 AM	-27.464222	153.049082
175 A BOWEN TCE, FORTITUDEVALLEY, BRISBANE	3	-0.6	29/01/2013 10:55:00 AM	-27.4622949	153.0368957
175 ABBOTSFORD RD, BOWENHILLS, BRISBANE	0.9	-0.2	29/01/2013 11:00:00 AM	-27.4375715	153.0411357
175 BLACKHEATH RD, CORINDA, BRISBANE	2.3	-4.8	29/01/2013 9:15:00 AM	-27.546437	152.971416
175 BOUNDARY ST, TINGALPA, BRISBANE	2.1	-1.8	29/01/2013 11:00:00 AM	-27.468332	153.123797
175 DUTTON RD, PINKENBA, BRISBANE	0.7	-1.9	29/01/2013 11:00:00 AM	-27.4650335	153.0621557
175 EAGLE FARM RD, PINKENBA, BRISBANE	0.4	-1.8	29/01/2013 11:00:00 AM	-27.422318	153.122171
175 EAGLE ST, BRISBANECITY, BRISBANE	1.7	-7.7	29/01/2013 10:55:00 AM	-27.465746	153.03056
175 FISON AVE, EAGLEFARM, BRISBANE	0.5	-1.2	29/01/2013 11:00:00 AM	-27.437913	153.090531
175 MERTHYR RD, NEWFARM, BRISBANE	0.5	-2.1	29/01/2013 11:00:00 AM	-27.464222	153.049082
175 YOUNGS RD, HEMMANT, BRISBANE	1.4	-1.7	29/01/2013 11:00:00 AM	-27.4523827	153.1343934
176 B GRINDLE RD, WACOL, BRISBANE	8.2	0.8	29/01/2013 5:40:00 AM	-27.584105	152.907102
176 DONALDSON RD, ROCKLEA, BRISBANE	0.2	-2.8	29/01/2013 9:50:00 AM	-27.555187	152.990075
176 GRINDLE RD, WACOL, BRISBANE	7.6	-59.1	29/01/2013 6:15:00 AM	-27.584105	152.907102
176 HARGREAVES AVE, CHELMER, BRISBANE	3.2	-5.2	29/01/2013 9:40:00 AM	-27.5157468	152.9842191
176 NORMAN AVE, NORMANPARK, BRISBANE	0.1	-2.1	29/01/2013 11:00:00 AM	-27.480255	153.060885
176 SHELLEY RD, KHOLO, BRISBANE	10.6	-17.4	30/01/2013 1:50:00 AM	-27.4962508	152.7368483
1761 LYTTON RD, LYTTON, BRISBANE	0.6	-1.6	29/01/2013 11:00:00 AM	-27.43113	153.1422027
1769 LYTTON RD, LYTTON, BRISBANE	1.4	-1.3	29/01/2013 11:00:00 AM	-27.428288	153.145432
177 BLACKHEATH RD, CORINDA, BRISBANE	5.3	-6	29/01/2013 9:15:00 AM	-27.545845	152.971708
177 EAGLE FARM RD, PINKENBA, BRISBANE	1.4	-0.7	29/01/2013 11:00:00 AM	-27.4234886	153.1193078
177 HEMMANT-TINGALPA RD, HEMMANT, BRISBANE	0	-3.3	29/01/2013 11:00:00 AM	-27.452873	153.12958
177 THOMAS ST, SHERWOOD, BRISBANE	3.8	-2.1	29/01/2013 9:50:00 AM	-27.530498	152.991786
1779 LYTTON RD, LYTTON, BRISBANE	0.3	-2.2	29/01/2013 11:00:00 AM	-27.4281436	153.1443537
178 HARGREAVES AVE, CHELMER, BRISBANE	2.7	-4.9	29/01/2013 9:40:00 AM	-27.5158662	152.9843213
178 HAWKESBURY RD, MOGGILL, BRISBANE	10.7	-18.3	29/01/2013 5:05:00 AM	-27.573836	152.855012
178 LEYBOURNE ST, CHELMER, BRISBANE	4.4	-4.6	29/01/2013 9:40:00 AM	-27.517469	152.986247
178 MACQUARIE ST, STLUCIA, BRISBANE	1.3	-2.9	29/01/2013 10:25:00 AM	-27.492047	153.009058
179 A WITTON RD, INDOOROOPILLY, BRISBANE	3.6	1	29/01/2013 9:35:00 AM	-27.505539	152.969053
179 ABBOTSFORD RD, BOWENHILLS, BRISBANE	0.6	-0.3	29/01/2013 11:00:00 AM	-27.437458	153.041459
179 GEM RD, KENMORE, BRISBANE	4.9	-13.4	29/01/2013 8:45:00 AM	-27.526493	152.930802
179 LAUREL AVE, CHELMER, BRISBANE	3.8	-13.1	29/01/2013 9:30:00 AM	-27.5184852	152.9700037
179 MAIN BEACH RD, PINKENBA, BRISBANE	0.1	-2.7	29/01/2013 11:00:00 AM	-27.382536	153.145837
179 MT OMMANEY DR, JINDALEE, BRISBANE	5.4	-33.2	29/01/2013 8:10:00 AM	-27.538412	152.929635
179 WESTLAKE DR, WESTLAKE, BRISBANE	0.6	-9.7	29/01/2013 7:50:00 AM	-27.544223	152.917355
18  KILROE ST, MILTON, BRISBANE	0	0	29/01/2013 10:40:00 AM	-27.472871	153.001016
18  KILROE ST, MILTON, BRISBANE	0.1	0	29/01/2013 10:40:00 AM	-27.472871	153.001016
18  KILROE ST, MILTON, BRISBANE	0.2	0	29/01/2013 10:40:00 AM	-27.472871	153.001016
18  MCDONALD ST, HAWTHORNE, BRISBANE	0	-0.6	29/01/2013 11:00:00 AM	-27.457525	153.060197
18  MCDONALD ST, HAWTHORNE, BRISBANE	0.2	-0.5	29/01/2013 11:00:00 AM	-27.457525	153.060197
18  RIVERBEND PL, BULIMBA, BRISBANE	0	-2.4	29/01/2013 11:00:00 AM	-27.454669	153.055389
18 A BIMBIL ST, ALBION, BRISBANE	2.1	-1.5	29/01/2013 11:00:00 AM	-27.433228	153.041222
18 A DERBY ST, HIGHGATEHILL, BRISBANE	2.5	-24.6	29/01/2013 10:20:00 AM	-27.4975906	153.062273
18 A EGMONT ST, SHERWOOD, BRISBANE	3.5	-3.3	29/01/2013 9:50:00 AM	-27.531029	152.989526
18 A SHOEBURY ST, ROCKLEA, BRISBANE	3.8	0.2	29/01/2013 9:50:00 AM	-27.544776	153.006585
18 A TWIGG ST, INDOOROOPILLY, BRISBANE	2.8	-5.9	29/01/2013 9:35:00 AM	-27.505964	152.968445
18 ALFORD ST, NEWFARM, BRISBANE	0	-0.8	29/01/2013 11:00:00 AM	-27.4665257	153.0493495
18 ALLAWAH ST, YEERONGPILLY, BRISBANE	1.2	0.2	29/01/2013 9:50:00 AM	-27.531018	153.010947
18 AUSTIN ST, NEWSTEAD, BRISBANE	0.2	-0.4	29/01/2013 11:00:00 AM	-27.4459348	153.0441194
18 B HOWARD SMITH DR, PORTOFBRISBANE, BRISBANE	2.2	-2.2	29/01/2013 11:00:00 AM	-27.401629	153.158228
18 B RENNIES RD, INDOOROOPILLY, BRISBANE	0.7	-0.7	29/01/2013 9:35:00 AM	-27.505513	152.962909
18 BISHOP DR, PORTOFBRISBANE, BRISBANE	2.1	-23.1	29/01/2013 11:00:00 AM	-27.3721223	153.1854508
18 BLAXLAND ST, MILTON, BRISBANE	0.2	-0.8	29/01/2013 10:40:00 AM	-27.464411	153.0069
18 BOUNDARY ST, TINGALPA, BRISBANE	0.3	-0.6	29/01/2013 11:00:00 AM	-27.473598	153.119668
18 BURNBY RD, HEMMANT, BRISBANE	0.3	-1.5	29/01/2013 11:00:00 AM	-27.450427	153.140428
18 COLEMAN ST, GRACEVILLE, BRISBANE	0	-1.9	29/01/2013 9:40:00 AM	-27.524919	152.986781
18 CROSBY RD, ALBION, BRISBANE	0.1	-0.4	29/01/2013 11:00:00 AM	-27.43202	153.044234
18 CULLEN ST, WINDSOR, BRISBANE	0.2	0	29/01/2013 11:00:00 AM	-27.441671	153.028416
18 DARNLEY ST, ROCKLEA, BRISBANE	0.8	-0.3	29/01/2013 9:50:00 AM	-27.54518	153.011574
18 DERBY ST, HIGHGATEHILL, BRISBANE	2.5	-25.7	29/01/2013 10:20:00 AM	-27.4907022	153.0162649
18 EGMONT ST, SHERWOOD, BRISBANE	4.3	-2.7	29/01/2013 9:50:00 AM	-27.531029	152.989526
18 ESKER ST, PINKENBA, BRISBANE	0.3	-0.2	29/01/2013 11:00:00 AM	-27.421945	153.119908
18 GARTH ST, HEMMANT, BRISBANE	0.6	-1.2	29/01/2013 11:00:00 AM	-27.445591	153.1326007
18 GILLAN ST, NORMANPARK, BRISBANE	0.4	-1.2	29/01/2013 11:00:00 AM	-27.477355	153.051198
18 GOLF LINKS RD, ROCKLEA, BRISBANE	0.6	-1.8	29/01/2013 9:50:00 AM	-27.539717	153.00461
18 HALDANE ST, GRACEVILLE, BRISBANE	0.4	-1.7	29/01/2013 9:40:00 AM	-27.5247692	152.987192
18 HIRON ST, STLUCIA, BRISBANE	2.5	-4	29/01/2013 10:30:00 AM	-27.4929606	153.0001578
18 HOWARD SMITH DR, PORTOFBRISBANE, BRISBANE	2.1	-5.6	29/01/2013 11:00:00 AM	-27.401629	153.158228
18 HUNT ST, HAMILTON, BRISBANE	0.4	-0.7	29/01/2013 11:00:00 AM	-27.440193	153.047606
18 HUTCHESON ST, ALBION, BRISBANE	0.8	-0.1	29/01/2013 11:00:00 AM	-27.439634	153.044371
18 JELLICOE ST, COORPAROO, BRISBANE	0.1	-2	29/01/2013 11:00:00 AM	-27.489155	153.056987
18 JERDANEFIELD RD, STLUCIA, BRISBANE	0.6	-11.5	29/01/2013 10:30:00 AM	-27.492484	152.998515
18 KILROE ST, MILTON, BRISBANE	1.1	0	29/01/2013 10:40:00 AM	-27.472871	153.001016
18 LOGAN AVE, OXLEY, BRISBANE	0.2	-1.9	29/01/2013 9:50:00 AM	-27.561138	152.980201
18 LUCY ST, ALBION, BRISBANE	0.1	-1.8	29/01/2013 11:00:00 AM	-27.431371	153.044057
18 MCBRIDE RD, PINKENBA, BRISBANE	0.1	-0.1	29/01/2013 11:00:00 AM	-27.423267	153.118311
18 MEREWETHER ST, CORINDA, BRISBANE	3.1	-4.7	29/01/2013 9:50:00 AM	-27.536872	152.988456
18 ORIENT AVE, PINKENBA, BRISBANE	0.4	-0.1	29/01/2013 11:00:00 AM	-27.4268444	153.1140055
18 OXLADE DR, NEWFARM, BRISBANE	0.9	-5.7	29/01/2013 11:00:00 AM	-27.472267	153.051325
18 PEDDER ST, ALBION, BRISBANE	0.5	-0.5	29/01/2013 11:00:00 AM	-27.4363678	153.0445907
18 PETAL ST, HEMMANT, BRISBANE	1.5	-1.7	29/01/2013 11:00:00 AM	-27.4456583	153.120183
18 PRESTWICK ST, OXLEY, BRISBANE	0.5	-3.9	29/01/2013 9:50:00 AM	-27.552439	152.982621
18 PULLENVALE RD, PULLENVALE, BRISBANE	0.7	-21.8	29/01/2013 8:15:00 AM	-27.521694	152.920059
18 QUAY ST, BULIMBA, BRISBANE	0.3	-2.2	29/01/2013 11:00:00 AM	-27.44987	153.052648
18 RAMSAY RD, HEMMANT, BRISBANE	0.2	-0.2	29/01/2013 11:00:00 AM	-27.446502	153.125425
18 RIVERBEND PL, BULIMBA, BRISBANE	0.4	-2.3	29/01/2013 11:00:00 AM	-27.454669	153.055389
18 ROSEBERY TCE, CHELMER, BRISBANE	3.3	-9.5	29/01/2013 9:40:00 AM	-27.507655	152.97504
18 ROSS ST, NEWSTEAD, BRISBANE	0.5	-0.3	29/01/2013 11:00:00 AM	-27.4433766	153.0424788
18 SANDFORD ST, STLUCIA, BRISBANE	1.4	-3	29/01/2013 10:30:00 AM	-27.490672	152.995301
18 SCOTT ST, HAWTHORNE, BRISBANE	0.8	-3.1	29/01/2013 11:00:00 AM	-27.46251	153.054364
18 SERPENTINE RD, PINKENBA, BRISBANE	0.1	-0.2	29/01/2013 11:00:00 AM	-27.420968	153.120723
18 SHOEBURY ST, ROCKLEA, BRISBANE	3.4	-0.3	29/01/2013 9:50:00 AM	-27.544776	153.006585
18 TWIGG ST, INDOOROOPILLY, BRISBANE	0.4	-3.7	29/01/2013 9:35:00 AM	-27.505964	152.968445
